sampleId	population	group	froh_genome	n_roh_genome	het_rate_chr22	rare_burden_chr22	rare_missense_chr22	stat_pc1	stat_pc2	stat_pc3	umap1	umap2	drift_inbreeding_score	functional_burden_score	diversity_score
HG03584	UNKNOWN		0.009626	13	0.042726	4063	37	2.0013	1.2567	0.3057	-0.6823	6.4723	-0.29	1.5366	0.4002
HG03585	BEB	South_Asian	0.006207	12	0.035706	1393	20	-0.5624	-0.3323	0.0996	9.9117	7.9922	0.0687	-0.3561	-0.0734
HG03589	BEB	South_Asian	0.00858	15	0.033534	1572	18	-0.9481	-0.116	0.0897	10.542	6.4654	0.3654	-0.4443	-0.3685
HG03593	BEB	South_Asian	0.007237	16	0.035804	1577	22	-0.5364	0.071	0.1996	9.0898	7.3936	0.1782	-0.1689	-0.1093
HG03594	BEB	South_Asian	0.007092	15	0.037089	1724	26	-0.1139	0.1986	0.3831	8.4116	7.5963	0.062	0.1453	0.0107
HG03595	BEB	South_Asian	0.003593	8	0.036554	1750	20	-0.1239	-0.6177	-0.0242	10.4544	10.1564	-0.1628	-0.2588	0.115
HG03596	UNKNOWN		0.004024	8	0.035561	1706	11	-0.6943	-0.9017	-0.6648	13.1006	8.4323	-0.0775	-0.8874	0.0084
HG03598	BEB	South_Asian	0.003337	7	0.035969	1453	15	-0.5173	-0.9241	-0.3194	12.8784	9.3126	-0.1504	-0.6823	0.0743
HG03600	BEB	South_Asian	0.005655	13	0.03437	1777	16	-0.7391	-0.3889	-0.1773	10.9087	7.2826	0.1644	-0.5255	-0.1678
HG03603	BEB	South_Asian	0.003742	7	0.036312	1495	21	-0.178	-0.7043	0.134	10.7857	10.5167	-0.1607	-0.2598	0.0871
HG03604	BEB	South_Asian	0.006615	15	0.036478	1454	27	-0.229	0.1193	0.5772	8.3794	7.6589	0.0887	0.1402	-0.0226
HG03605	UNKNOWN		0.005921	12	0.033409	1595	13	-1.0302	-0.5969	-0.2943	12.4513	5.8549	0.2214	-0.7806	-0.2643
HG03606	UNKNOWN		0.002897	7	0.034259	1526	17	-0.5357	-0.941	-0.0016	12.7954	10.0547	-0.0445	-0.5254	-0.0581
HG03607	BEB	South_Asian	0.004329	9	0.037038	1488	12	-0.6441	-0.7844	-0.6889	12.9116	8.3623	-0.1513	-0.8783	0.1259
HG03611	BEB	South_Asian	0.004192	8	0.033346	1634	39	0.4543	-0.1777	1.8752	8.0956	9.9152	0.0853	1.0114	-0.1951
HG03615	BEB	South_Asian	0.042083	37	0.024762	1295	17	-3.5104	2.7315	0.7076	5.3911	3.528	2.5919	-0.5884	-2.5963
HG03616	BEB	South_Asian	0.003354	8	0.036555	1624	33	0.4729	-0.2803	1.0742	8.415	10.2353	-0.1711	0.5976	0.1254
HG03617	UNKNOWN		0.00373	5	0.03763	1579	20	0.0028	-0.7873	-0.0828	11.2319	10.6231	-0.2948	-0.3054	0.2043
HG03618	UNKNOWN		0.002836	4	0.035599	1373	11	-0.6699	-1.2826	-0.5841	13.8914	9.3976	-0.2021	-0.9782	0.0632
HG03619	PJL	South_Asian	0.005156	6	0.035549	1484	15	-0.5519	-0.8892	-0.2858	12.971	9.4099	-0.0778	-0.6739	-0.0417
HG03620	UNKNOWN		0.004877	9	0.037781	1365	15	-0.4924	-0.6634	-0.4912	12.2949	8.3605	-0.185	-0.7063	0.168
HG03624	PJL	South_Asian	0.001138	3	0.036055	1475	20	-0.0593	-1.1406	0.1056	11.7003	11.6361	-0.3134	-0.3337	0.1771
HG03625	PJL	South_Asian	0.033122	11	0.038243	1431	25	-0.6687	1.4114	0.1835	6.5193	4.3418	0.8013	-0.0031	-1.0144
HG03626	UNKNOWN		0.00037	1	0.032441	1487	20	-0.3053	-1.4415	0.4634	12.9281	12.7044	-0.1245	-0.3305	-0.1096
HG03629	PJL	South_Asian	0.000786	2	0.036224	1668	21	0.1346	-1.1449	0.1408	11.2576	11.5844	-0.3578	-0.2126	0.2073
HG03631	PJL	South_Asian	0.000771	2	0.036436	1213	16	-0.2942	-1.3801	-0.2065	12.801	10.8954	-0.3734	-0.6792	0.2268
HG03633	UNKNOWN		0.004666	6	0.03388	1607	23	-0.2448	-0.7223	0.5144	9.9181	10.8449	0.0234	-0.0922	-0.1682
HG03634	PJL	South_Asian	0.001183	3	0.0372	1658	34	0.8239	-0.6483	1.1168	9.1794	11.3481	-0.393	0.6754	0.2766
HG03635	UNKNOWN		0.000474	1	0.036453	1613	23	0.2735	-1.1685	0.2997	10.8007	11.6377	-0.4051	-0.0906	0.2411
HG03636	PJL	South_Asian	0.001816	3	0.034188	1498	17	-0.3898	-1.2549	0.0316	13.1687	11.2335	-0.1577	-0.533	-0.0176
HG03639	UNKNOWN		0.005095	6	0.033806	1582	25	-0.1737	-0.6475	0.6903	9.5893	10.6966	0.0436	0.038	-0.1935
HG03640	PJL	South_Asian	0.003675	6	0.035461	1511	13	-0.6123	-1.0304	-0.4431	13.2515	9.2951	-0.1229	-0.8035	0.0146
HG03641	UNKNOWN		0.003241	4	0.037482	1657	18	-0.0297	-0.9234	-0.2426	11.6375	10.5375	-0.3215	-0.4212	0.2123
HG03642	STU	South_Asian	0.004122	8	0.036527	1915	28	0.3314	-0.3204	0.6064	9.0349	10.7169	-0.1425	0.3344	0.0897
HG03643	STU	South_Asian	0.009807	19	0.033422	1642	16	-1.1956	0.1502	-0.0995	10.0282	5.2387	0.4966	-0.5623	-0.4315
HG03644	STU	South_Asian	0.005002	11	0.036447	1910	18	-0.3009	-0.3823	-0.227	11.2321	8.2071	-0.0458	-0.3522	0.0444
HG03645	STU	South_Asian	0.005482	11	0.037748	1728	24	0.0278	-0.1694	0.1761	10.0029	9.7516	-0.1213	0.0093	0.1388
HG03646	STU	South_Asian	0.004199	10	0.035241	1448	22	-0.3647	-0.5175	0.3142	9.5858	9.4703	-0.0084	-0.2041	-0.0275
HG03649	PJL	South_Asian	0.000364	1	0.036446	1467	24	0.2609	-1.1771	0.411	10.6709	11.7632	-0.4083	-0.0618	0.2452
HG03650	UNKNOWN		0.004877	9	0.034904	1583	19	-0.4675	-0.6103	0.0757	11.6646	8.8464	0.0188	-0.3728	-0.0867
HG03651	UNKNOWN		0.000363	1	0.032493	1633	17	-0.3851	-1.496	0.1829	14.5592	11.7872	-0.1284	-0.4962	-0.1047
HG03652	PJL	South_Asian	0.000796	1	0.038374	1612	20	0.2965	-1.1641	-0.1343	11.008	11.2285	-0.53	-0.2964	0.3973
HG03653	PJL	South_Asian	0.000381	1	0.038704	1602	24	0.5319	-1.0614	0.1674	10.5433	11.5475	-0.5677	-0.025	0.4444
HG03654	UNKNOWN		0.004877	9	0.037617	1615	16	-0.348	-0.5873	-0.4401	11.5872	8.5834	-0.1734	-0.5696	0.1534
HG03660	PJL	South_Asian	0.001612	3	0.037005	1602	15	-0.1741	-1.1952	-0.4247	12.5819	10.3251	-0.3644	-0.6417	0.2407
HG03663	PJL	South_Asian	0.002282	4	0.035677	1795	19	-0.0657	-0.9891	-0.009	11.6467	11.0725	-0.2268	-0.315	0.0941
HG03667	PJL	South_Asian	0.005872	2	0.034669	1631	17	-0.3485	-1.0347	-0.0478	13.0124	10.9952	-0.0714	-0.4968	-0.1507
HG03668	PJL	South_Asian	0.000471	1	0.037593	1645	25	0.4941	-1.0602	0.3488	10.3205	11.6207	-0.4859	0.0552	0.3422
HG03669	UNKNOWN		0.000393	1	0.035168	1692	20	0.0404	-1.2926	0.1613	11.7762	11.8853	-0.3168	-0.2746	0.1308
HG03672	STU	South_Asian	0.036492	33	0.037093	1565	20	-1.8118	2.7807	-0.2516	5.5394	3.6743	1.4439	-0.3092	-1.2622
HG03673	STU	South_Asian	0.003358	8	0.038031	1593	15	-0.2974	-0.7538	-0.5494	11.9191	8.7121	-0.2755	-0.6442	0.2559
HG03679	STU	South_Asian	0.023189	24	0.027098	1728	13	-2.3949	0.9164	0.1844	8.6196	3.876	1.5093	-0.7444	-1.5712
HG03680	STU	South_Asian	0.007776	12	0.03582	1791	12	-0.8117	-0.3852	-0.6524	12.3667	7.3014	0.1149	-0.7957	-0.1312
HG03681	STU	South_Asian	0.017097	20	0.03629	1873	31	-0.2881	1.2265	0.7926	7.1533	6.044	0.5662	0.5285	-0.4933
HG03682	UNKNOWN		0.01291	12	0.032406	1796	27	-0.5072	0.2183	0.8999	8.3987	8.1891	0.5347	0.2334	-0.6559
HG03683	UNKNOWN		0.005596	11	0.036116	1834	18	-0.3797	-0.3768	-0.1825	11.1486	8.1277	-0.0018	-0.3729	-0.0105
HG03684	STU	South_Asian	0.020125	25	0.037335	1782	17	-1.1726	1.3183	-0.4789	7.3499	3.9821	0.6981	-0.4556	-0.5319
HG03685	STU	South_Asian	0.01075	15	0.036058	1626	17	-0.789	0.088	-0.2534	9.8947	6.2696	0.2617	-0.4981	-0.2389
HG03686	STU	South_Asian	0.028297	25	0.037273	1492	20	-1.3526	1.8132	-0.1949	6.7706	4.2097	0.9856	-0.3291	-0.8913
HG03687	STU	South_Asian	0.039437	34	0.031172	1357	15	-2.8131	2.5961	-0.067	5.4465	3.658	1.9855	-0.7085	-1.9141
HG03688	UNKNOWN		0.007234	15	0.036213	1916	22	-0.3139	0.098	0.1004	9.2626	7.6117	0.1289	-0.0765	-0.073
HG03689	STU	South_Asian	0.042874	30	0.037658	1581	18	-1.8997	2.934	-0.4804	5.1552	3.7889	1.5644	-0.4419	-1.4886
HG03690	STU	South_Asian	0.093769	47	0.030486	1454	18	-4.4389	6.6044	0.0067	3.5287	3.2192	4.1792	-0.4765	-4.3281
HG03691	STU	South_Asian	0.00548	12	0.033308	1515	30	-0.2191	-0.149	1.1363	8.1464	9.2679	0.2133	0.3623	-0.2542
HG03692	STU	South_Asian	0.024351	27	0.037018	1922	16	-1.3611	1.6724	-0.5791	7.2016	3.8276	0.9073	-0.4859	-0.743
HG03693	STU	South_Asian	0.017317	24	0.035561	1841	16	-1.2608	1.0113	-0.3885	7.6046	3.9789	0.7062	-0.508	-0.5674
HG03694	STU	South_Asian	0.003101	7	0.038759	1523	26	0.328	-0.4966	0.3075	9.9934	10.5834	-0.3562	0.0905	0.3315
HG03695	STU	South_Asian	0.027351	22	0.034057	1585	22	-1.3872	1.5318	0.2793	6.6701	4.35	1.12	-0.1667	-1.1351
HG03696	STU	South_Asian	0.140643	64	0.03244	1682	16	-5.9681	10.408	-0.6075	3.4126	3.1315	6.0083	-0.5514	-6.1852
HG03697	STU	South_Asian	0.021848	22	0.033424	1686	9	-1.9167	0.8335	-0.736	9.0953	3.4461	0.9742	-1.0299	-0.9528
HG03698	STU	South_Asian	0.014924	17	0.034964	1683	15	-1.1355	0.3627	-0.3453	9.5116	4.7602	0.5242	-0.6196	-0.5166
HG03699	UNKNOWN		0.004877	9	0.034804	1671	19	-0.4382	-0.5954	0.0687	11.6425	8.8407	0.0259	-0.3488	-0.0956
HG03700	UNKNOWN		0.004877	9	0.037174	2031	15	-0.2561	-0.5446	-0.5587	11.6604	8.4001	-0.142	-0.5247	0.1142
HG03701	UNKNOWN		0.000377	1	0.035384	1744	15	-0.1646	-1.4196	-0.2824	12.8322	10.7203	-0.3327	-0.603	0.1507
HG03702	PJL	South_Asian	0.004877	9	0.03625	1919	22	-0.044	-0.4002	0.13	10.1166	10.061	-0.0766	-0.0757	0.0324
HG03703	PJL	South_Asian	0.000451	1	0.037844	1721	22	0.4024	-1.1229	0.0625	10.8253	11.3557	-0.5044	-0.1296	0.3652
HG03704	UNKNOWN		0.004877	9	0.034096	1954	26	-0.0319	-0.3586	0.6617	8.8244	9.7091	0.076	0.208	-0.1583
HG03705	PJL	South_Asian	0.001	2	0.035403	1516	26	0.2341	-1.0509	0.6612	10.2424	12.1437	-0.2923	0.0885	0.1254
HG03706	PJL	South_Asian	0.002705	5	0.035482	1660	16	-0.3375	-1.0274	-0.2182	12.6888	10.3456	-0.1782	-0.5574	0.0585
HG03707	UNKNOWN		0.001739	2	0.033375	1509	18	-0.3749	-1.3197	0.1953	13.3567	12.0174	-0.123	-0.4615	-0.0862
HG03708	PJL	South_Asian	0.000362	1	0.035584	1653	21	0.1128	-1.2577	0.2112	11.4007	11.7819	-0.3474	-0.2167	0.169
HG03709	PJL	South_Asian	0.004877	9	0.037309	1714	23	0.0148	-0.3745	0.1492	10.0147	10.0803	-0.1516	-0.063	0.1262
HG03710	UNKNOWN		0.004877	9	0.035049	1813	17	-0.4521	-0.614	-0.147	11.8065	8.4782	0.0085	-0.4471	-0.0739
HG03711	STU	South_Asian	0.045768	38	0.035461	2068	20	-2.1394	3.6648	-0.2395	4.918	3.6199	1.9819	-0.1721	-1.8085
HG03713	ITU	South_Asian	0.014544	21	0.033562	1484	47	0.1065	1.418	2.4547	7.1426	6.3617	0.6912	1.5187	-0.6243
HG03714	ITU	South_Asian	0.00777	14	0.033797	1439	10	-1.3255	-0.4743	-0.5645	12.4305	4.9187	0.2984	-1.0287	-0.3101
HG03716	ITU	South_Asian	0.008303	12	0.034505	1373	22	-0.6347	-0.2032	0.3782	9.3361	8.031	0.2264	-0.2245	-0.2705
HG03717	ITU	South_Asian	0.020379	33	0.032679	1402	18	-2.0114	1.5891	0.0889	7.3152	3.2422	1.1982	-0.4907	-0.9552
HG03718	ITU	South_Asian	0.016682	25	0.032424	1597	22	-1.3839	1.0382	0.4537	7.8729	4.7744	0.9266	-0.1634	-0.8177
HG03719	UNKNOWN		0.004562	10	0.035678	1555	12	-0.7826	-0.7478	-0.5754	12.9893	8.0114	-0.0267	-0.8601	-0.0046
HG03720	ITU	South_Asian	0.010712	14	0.034777	1706	20	-0.6892	0.0805	0.1075	9.2605	6.6111	0.331	-0.2708	-0.3507
HG03721	UNKNOWN		0.022122	25	0.03636	1788	24	-0.9611	1.6012	0.1862	6.8897	4.688	0.8363	0.0257	-0.7047
HG03722	ITU	South_Asian	0.04949	26	0.037627	1622	17	-1.9538	3.0517	-0.57	4.987	3.7567	1.7151	-0.4992	-1.778
HG03725	UNKNOWN		0.006221	13	0.035296	1761	31	0.0731	0.1118	0.9736	8.2306	9.5778	0.1183	0.4979	-0.1102
HG03727	ITU	South_Asian	0.010151	21	0.034667	1719	24	-0.7248	0.5878	0.4168	8.0444	5.9337	0.4607	0.0069	-0.3362
HG03729	ITU	South_Asian	0.007498	14	0.036433	1437	11	-1.0227	-0.361	-0.7352	12.1111	5.2897	0.1023	-0.9608	-0.0649
HG03730	ITU	South_Asian	0.007471	17	0.036101	1403	19	-0.7747	0.0323	-0.0491	9.6217	6.8087	0.1854	-0.4219	-0.0931
HG03731	ITU	South_Asian	0.008943	17	0.030816	1908	29	-0.5864	0.3141	1.1872	7.6778	7.7619	0.6109	0.401	-0.6249
HG03732	UNKNOWN		0.010422	18	0.034705	1662	15	-1.0961	0.149	-0.3071	9.9929	5.2778	0.4068	-0.6253	-0.3446
HG03733	STU	South_Asian	0.047532	38	0.031716	1792	21	-2.6051	3.5942	0.2516	5.0379	3.5669	2.3083	-0.1788	-2.2166
HG03736	STU	South_Asian	0.006165	13	0.035415	1513	29	-0.123	0.0021	0.8441	8.302	9.4102	0.108	0.2933	-0.0973
HG03738	STU	South_Asian	0.055695	42	0.019762	1428	17	-4.4211	3.6588	1.1018	5.3591	3.5391	3.5187	-0.5521	-3.6287
HG03740	STU	South_Asian	0.07973	54	0.034432	1475	16	-4.0657	6.3154	-0.532	3.5861	3.22	3.5546	-0.6078	-3.3706
HG03741	STU	South_Asian	0.037337	37	0.027585	1537	18	-2.9754	2.6457	0.4862	5.4746	3.5963	2.2275	-0.4539	-2.1408
HG03742	ITU	South_Asian	0.004884	10	0.036871	1785	29	0.2684	-0.1405	0.6692	8.6835	10.2459	-0.1002	0.3674	0.0872
HG03743	STU	South_Asian	0.025086	29	0.032768	1436	11	-2.3099	1.4253	-0.5008	7.7401	3.3893	1.2743	-0.961	-1.1512
HG03744	STU	South_Asian	0.007024	14	0.034415	1577	16	-0.8905	-0.2901	-0.1524	10.953	6.9002	0.2288	-0.58	-0.223
HG03745	STU	South_Asian	0.0322	33	0.032904	1466	26	-1.8475	2.5265	0.6802	6.1996	3.6844	1.5919	0.0749	-1.4473
HG03746	STU	South_Asian	0.011413	22	0.035904	1366	15	-1.2767	0.4317	-0.3875	9.4618	4.4251	0.437	-0.706	-0.2813
HG03750	STU	South_Asian	0.017089	19	0.035685	1754	27	-0.5612	1.0006	0.5475	7.2939	5.9956	0.5886	0.2219	-0.5465
HG03752	STU	South_Asian	0.059209	54	0.034612	1577	25	-3.0649	5.4206	0.2369	4.1139	3.3866	2.8309	0.0367	-2.4659
HG03753	STU	South_Asian	0.014802	13	0.035911	1939	31	0.0037	0.6687	0.8546	8.1592	7.6285	0.3721	0.5465	-0.4275
HG03754	STU	South_Asian	0.006898	9	0.036399	1861	15	-0.4521	-0.4937	-0.4578	11.7683	8.2469	-0.0171	-0.5711	-0.0419
HG03755	STU	South_Asian	0.008964	18	0.038301	1520	13	-0.8856	0.1136	-0.7882	10.176	5.3076	0.1016	-0.8011	0.037
HG03756	STU	South_Asian	0.064466	31	0.036823	1821	18	-2.4244	4.2608	-0.515	4.2319	3.5025	2.3919	-0.3764	-2.4978
HG03757	STU	South_Asian	0.004756	11	0.034239	1593	25	-0.2939	-0.3448	0.6252	9.053	9.1553	0.1021	0.041	-0.1404
HG03760	STU	South_Asian	0.004884	10	0.039379	1705	21	0.0707	-0.2945	-0.2186	10.5126	9.3682	-0.2778	-0.2025	0.3092
HG03761	UNKNOWN		0.000989	2	0.035592	1539	21	0.0136	-1.1848	0.2256	11.4684	11.8302	-0.3061	-0.2478	0.1426
HG03762	PJL	South_Asian	0.000553	1	0.034865	1626	28	0.3769	-1.0763	0.8634	10.069	12.3762	-0.2898	0.2556	0.0971
HG03763	UNKNOWN		0.004877	9	0.032911	1468	21	-0.6058	-0.6527	0.4551	10.0019	8.7699	0.16	-0.2671	-0.2632
HG03765	PJL	South_Asian	0.004877	9	0.03591	1303	29	0.0008	-0.3409	0.8577	8.7834	10.2772	-0.0525	0.236	0.0023
HG03767	PJL	South_Asian	0.000425	1	0.034234	1361	17	-0.343	-1.4841	0.0662	13.2766	11.5537	-0.2495	-0.5704	0.0467
HG03770	ITU	South_Asian	0.031465	14	0.036291	1658	24	-0.8663	1.4427	0.2381	6.5128	4.3336	0.9428	-0.0098	-1.1155
HG03771	ITU	South_Asian	0.007281	16	0.034405	1453	21	-0.7731	-0.0352	0.2754	9.0797	7.0715	0.2788	-0.2712	-0.235
HG03772	ITU	South_Asian	0.023951	39	0.035368	1601	23	-1.7169	2.4499	0.1673	6.6772	3.4364	1.2527	-0.0938	-0.8718
HG03773	ITU	South_Asian	0.028356	40	0.03723	1650	29	-1.3624	3.0208	0.4561	6.4375	3.5742	1.2936	0.3306	-0.8977
HG03774	ITU	South_Asian	0.027553	16	0.035246	1500	17	-1.358	1.0612	-0.2064	6.561	4.1896	0.9217	-0.5325	-1.0386
HG03775	ITU	South_Asian	0.020813	24	0.037025	1604	15	-1.3612	1.1894	-0.5781	7.3557	3.9045	0.7236	-0.6412	-0.5892
HG03777	ITU	South_Asian	0.011048	19	0.037473	1646	22	-0.5449	0.5516	0.0006	8.2425	6.281	0.2526	-0.1501	-0.1265
HG03778	ITU	South_Asian	0.006102	12	0.035436	1593	13	-0.8452	-0.5096	-0.4902	12.5929	7.3044	0.0842	-0.7812	-0.0927
HG03779	ITU	South_Asian	0.006733	14	0.034638	1971	19	-0.5399	-0.1272	0.0002	10.6096	7.5393	0.203	-0.267	-0.1907
HG03780	ITU	South_Asian	0.00517	12	0.034756	1731	28	-0.08	-0.1238	0.7913	8.4034	9.4879	0.1	0.2842	-0.1125
HG03781	ITU	South_Asian	0.009039	19	0.037729	1590	16	-0.7957	0.2589	-0.5031	9.7736	5.6806	0.1648	-0.5765	-0.0169
HG03782	ITU	South_Asian	0.005799	13	0.035754	1573	18	-0.603	-0.3131	-0.1076	10.7556	7.7131	0.0713	-0.4441	-0.0514
HG03784	ITU	South_Asian	0.017129	20	0.03143	1564	16	-1.627	0.5411	0.0811	8.8803	4.3463	0.9116	-0.5835	-0.925
HG03785	ITU	South_Asian	0.018131	32	0.035805	1560	23	-1.3112	1.6969	0.1815	7.0681	4.2502	0.8787	-0.105	-0.581
HG03786	ITU	South_Asian	0.022459	35	0.037332	1788	16	-1.6235	2.0321	-0.6137	7.1114	3.2237	0.9811	-0.5225	-0.6333
HG03787	ITU	South_Asian	0.007228	15	0.036443	1670	26	-0.2016	0.1703	0.4553	8.4138	7.595	0.1124	0.1305	-0.0524
HG03788	ITU	South_Asian	0.027268	23	0.03384	1565	35	-0.8027	1.9532	1.3738	7.0462	5.8248	1.1527	0.7186	-1.1507
HG03789	ITU	South_Asian	0.007425	16	0.034127	1285	23	-0.7773	-0.0152	0.4989	8.5818	7.3653	0.3035	-0.18	-0.266
HG03790	ITU	South_Asian	0.01364	21	0.037033	1407	20	-0.9225	0.6968	-0.0936	8.3928	5.4834	0.4139	-0.3523	-0.2777
HG03792	ITU	South_Asian	0.024541	18	0.035048	1685	20	-1.1432	1.1277	0.0258	6.6674	4.325	0.8717	-0.2765	-0.9257
HG03793	BEB	South_Asian	0.006367	14	0.034814	1886	17	-0.6515	-0.2179	-0.1648	10.7795	7.3938	0.1778	-0.4272	-0.1593
HG03794	UNKNOWN		0.020248	18	0.039253	1851	33	0.0739	1.4534	0.6752	7.1325	6.1101	0.425	0.6595	-0.3674
HG03795	UNKNOWN		0.005572	13	0.035435	1696	19	-0.5237	-0.2831	-0.0167	10.7325	7.799	0.0861	-0.342	-0.0699
HG03796	BEB	South_Asian	0.003352	8	0.036862	1527	21	-0.1377	-0.6383	0.0716	10.4781	10.1983	-0.1929	-0.251	0.1527
HG03797	UNKNOWN		0.011937	13	0.035365	2066	24	-0.2711	0.3059	0.3138	8.5838	7.327	0.3116	0.1015	-0.3518
HG03798	UNKNOWN		0.005464	10	0.036152	1736	16	-0.481	-0.5228	-0.3278	11.6592	8.2128	-0.0291	-0.5367	-0.0017
HG03799	UNKNOWN		0.004005	8	0.036063	1649	20	-0.2243	-0.6341	0.041	10.5163	10.0513	-0.1138	-0.2863	0.0537
HG03800	BEB	South_Asian	0.003907	9	0.03864	1885	24	0.288	-0.3143	0.0739	10.1434	10.1109	-0.2795	0.0521	0.2861
HG03801	UNKNOWN		0.010767	17	0.036306	1698	17	-0.8039	0.2352	-0.2999	9.7183	5.9826	0.2851	-0.4785	-0.2177
HG03802	BEB	South_Asian	0.01489	24	0.034157	1504	26	-0.9857	1.0365	0.6443	7.3505	5.3596	0.7216	0.0853	-0.5866
HG03803	BEB	South_Asian	0.007127	13	0.037339	1636	22	-0.2594	-0.0463	0.0539	9.4359	7.7732	0.005	-0.1528	0.0314
HG03804	UNKNOWN		0.002971	5	0.035604	1624	19	-0.1991	-0.9278	0.0239	11.7142	11.0009	-0.1776	-0.3616	0.0578
HG03805	BEB	South_Asian	0.008402	15	0.036861	1581	25	-0.2794	0.206	0.3456	8.4899	7.6279	0.1235	0.0377	-0.0662
HG03806	UNKNOWN		0.004386	9	0.036168	1605	24	-0.0788	-0.4405	0.3641	9.6894	10.0561	-0.0878	-0.0242	0.0465
HG03807	UNKNOWN		0.007266	12	0.032567	1535	25	-0.5713	-0.2152	0.7856	8.5578	8.4283	0.3277	0.0252	-0.3972
HG03808	BEB	South_Asian	0.010359	18	0.035036	1572	23	-0.7053	0.3715	0.339	8.3695	6.4875	0.3812	-0.1017	-0.3125
HG03809	BEB	South_Asian	0.006303	15	0.037456	1844	32	0.2907	0.367	0.8229	8.1901	9.5916	0.0086	0.5891	0.0775
HG03812	BEB	South_Asian	0.005517	12	0.035952	1431	20	-0.506	-0.3547	0.0707	9.9897	8.0617	0.0273	-0.3457	-0.0217
HG03814	BEB	South_Asian	0.010554	14	0.037387	1635	20	-0.4717	0.1557	-0.1305	9.5922	7.2036	0.1406	-0.2901	-0.1128
HG03815	BEB	South_Asian	0.002313	5	0.035399	1531	19	-0.2435	-0.9935	0.0633	11.7672	11.1467	-0.1859	-0.387	0.0681
HG03816	UNKNOWN		0.005647	12	0.035523	1573	17	-0.636	-0.4205	-0.163	10.9908	7.7445	0.0622	-0.5126	-0.0653
HG03817	BEB	South_Asian	0.027002	19	0.03903	1554	23	-0.7717	1.5417	-0.0979	6.6469	4.4229	0.6951	-0.1066	-0.6797
HG03821	BEB	South_Asian	0.004067	10	0.035609	1533	29	0.0585	-0.2896	0.8413	8.5906	10.061	-0.039	0.2987	0.0107
HG03823	BEB	South_Asian	0.003511	9	0.034983	1643	19	-0.401	-0.6735	0.0609	11.6113	8.8777	-0.0341	-0.3565	-0.0206
HG03824	BEB	South_Asian	0.013476	20	0.036548	1550	26	-0.568	0.813	0.4267	7.5938	6.211	0.4224	0.0978	-0.3136
HG03825	UNKNOWN		0.002561	6	0.03578	1525	13	-0.5494	-1.0796	-0.4732	13.2505	9.4704	-0.1841	-0.7997	0.0912
HG03826	BEB	South_Asian	0.010825	19	0.035805	1461	15	-1.1257	0.2322	-0.3809	9.7152	4.9909	0.363	-0.6801	-0.2646
HG03829	BEB	South_Asian	0.016964	12	0.032796	1610	24	-0.7987	0.3404	0.6374	8.5787	7.1688	0.6475	-0.0229	-0.7969
HG03830	BEB	South_Asian	0.008317	13	0.036319	1569	18	-0.612	-0.147	-0.169	10.25	7.2175	0.1185	-0.4451	-0.1104
HG03831	UNKNOWN		0.00348	8	0.036469	1718	23	0.0059	-0.5471	0.2382	9.9869	10.1774	-0.1606	-0.0619	0.1123
HG03832	BEB	South_Asian	0.003111	7	0.036876	1655	23	0.06	-0.627	0.2164	10.1181	10.4059	-0.2225	-0.0791	0.1643
HG03833	BEB	South_Asian	0.004299	11	0.03235	1630	25	-0.444	-0.4353	0.802	8.8701	8.701	0.2201	0.0511	-0.2879
HG03834	UNKNOWN		0.005728	11	0.034886	1721	18	-0.5481	-0.4402	-0.0427	10.9857	7.919	0.0899	-0.4037	-0.1252
HG03836	STU	South_Asian	0.055792	47	0.036758	1591	27	-2.4326	4.9413	0.2336	4.17	3.426	2.419	0.1775	-2.1278
HG03837	STU	South_Asian	0.137722	72	0.021299	1305	20	-7.1893	10.3361	0.8434	3.444	3.1652	6.8579	-0.3801	-7.0453
HG03838	STU	South_Asian	0.05358	33	0.034957	2032	11	-2.6634	3.5239	-0.929	4.7384	3.5597	2.1872	-0.7985	-2.1914
HG03844	STU	South_Asian	0.034801	29	0.033083	1503	16	-2.2349	2.1579	-0.1603	5.8048	3.7612	1.5886	-0.6002	-1.5441
HG03846	STU	South_Asian	0.001988	5	0.036322	1617	17	-0.2107	-1.0169	-0.2063	12.3338	10.4752	-0.2625	-0.5006	0.1639
HG03848	STU	South_Asian	0.004952	12	0.035136	1566	12	-0.9075	-0.6222	-0.5352	12.8	7.2046	0.0656	-0.8571	-0.0695
HG03849	STU	South_Asian	0.011225	20	0.037083	1582	14	-1.0465	0.3614	-0.6155	9.6993	5.0064	0.3065	-0.7157	-0.1687
HG03850	STU	South_Asian	0.01411	16	0.035457	1592	20	-0.8264	0.3998	0.0443	8.8813	6.3828	0.4409	-0.3018	-0.4377
HG03851	STU	South_Asian	0.007414	11	0.035381	1525	15	-0.7775	-0.453	-0.3063	11.8263	7.5081	0.1133	-0.6627	-0.1544
HG03854	STU	South_Asian	0.057699	41	0.034665	1987	18	-2.7394	4.4302	-0.3619	4.3827	3.4379	2.5123	-0.3312	-2.3958
HG03856	STU	South_Asian	0.005001	9	0.035005	1505	16	-0.6446	-0.7032	-0.1674	12.1212	8.4947	0.016	-0.5996	-0.0832
HG03857	STU	South_Asian	0.004614	10	0.035505	1623	34	0.3239	-0.0974	1.2456	8.2523	9.9908	-0.0127	0.6659	-0.0221
