sampleId	population	group	froh_genome	rare_missense_chr22	constrained_burden	divergent_burden	constrained_div_ratio	froh_quartile
NA20845	GIH	South_Asian	0.002446	11.0	0.0	1.0	0.0	2
NA20846	GIH	South_Asian	0.014519	29.0	0.0	1.0	0.0	4
NA20847	GIH	South_Asian	0.008671	18.0	0.0	1.0	0.0	4
NA20849	GIH	South_Asian	0.00975	20.0	0.0	1.0	0.0	4
NA20850	GIH	South_Asian	0.008828	16.0	0.0	1.0	0.0	4
NA20851	GIH	South_Asian	0.008977	17.0	1.0	2.0	0.3333	4
NA20852	GIH	South_Asian	0.013996	22.0	0.0	0.0	0.0	4
NA20853	GIH	South_Asian	0.006934	40.0	0.0	2.0	0.0	3
NA20854	GIH	South_Asian	0.006822	17.0	0.0	2.0	0.0	3
NA20856	GIH	South_Asian	0.009375	20.0	0.0	2.0	0.0	4
NA20858	GIH	South_Asian	0.008584	14.0	0.0	0.0	0.0	3
NA20859	GIH	South_Asian	0.008848	21.0	0.0	1.0	0.0	4
NA20861	GIH	South_Asian	0.014709	21.0	0.0	1.0	0.0	4
NA20862	GIH	South_Asian	0.012761	10.0	0.0	0.0	0.0	4
NA20863	GIH	South_Asian	0.013149	22.0	0.0	0.0	0.0	4
NA20864	GIH	South_Asian	0.008928	23.0	0.0	2.0	0.0	4
NA20866	GIH	South_Asian	0.01017	14.0	0.0	0.0	0.0	4
NA20867	GIH	South_Asian	0.014748	23.0	0.0	2.0	0.0	4
NA20868	GIH	South_Asian	0.007652	22.0	0.0	1.0	0.0	3
NA20869	GIH	South_Asian	0.012597	20.0	0.0	0.0	0.0	4
NA20870	GIH	South_Asian	0.010394	21.0	0.0	2.0	0.0	4
NA20872	GIH	South_Asian	0.021291	16.0	0.0	2.0	0.0	4
NA20874	GIH	South_Asian	0.005323	14.0	0.0	2.0	0.0	3
NA20875	GIH	South_Asian	0.01058	18.0	0.0	2.0	0.0	4
NA20876	GIH	South_Asian	0.009715	12.0	0.0	0.0	0.0	4
NA20877	GIH	South_Asian	0.015887	20.0	1.0	1.0	0.5	4
NA20878	GIH	South_Asian	0.008235	35.0	0.0	3.0	0.0	3
NA20881	GIH	South_Asian	0.0103	8.0	0.0	1.0	0.0	4
NA20882	GIH	South_Asian	0.012034	19.0	1.0	3.0	0.25	4
NA20884	GIH	South_Asian	0.021081	26.0	0.0	4.0	0.0	4
NA20885	GIH	South_Asian	0.011392	24.0	0.0	1.0	0.0	4
NA20886	GIH	South_Asian	0.035832	19.0	0.0	2.0	0.0	4
NA20887	GIH	South_Asian	0.014357	14.0	0.0	0.0	0.0	4
NA20888	GIH	South_Asian	0.012735	13.0	0.0	1.0	0.0	4
NA20889	GIH	South_Asian	0.01256	19.0	0.0	3.0	0.0	4
NA20890	GIH	South_Asian	0.021038	24.0	0.0	2.0	0.0	4
NA20891	GIH	South_Asian	0.015776	26.0	0.0	4.0	0.0	4
NA20892	GIH	South_Asian	0.016841	25.0	0.0	1.0	0.0	4
NA20894	GIH	South_Asian	0.01781	14.0	0.0	1.0	0.0	4
NA20895	GIH	South_Asian	0.014013	16.0	0.0	3.0	0.0	4
NA20896	GIH	South_Asian	0.008083	19.0	0.0	2.0	0.0	3
NA20897	GIH	South_Asian	0.010076	21.0	0.0	0.0	0.0	4
NA20899	GIH	South_Asian	0.013396	22.0	1.0	0.0	1.0	4
NA20900	GIH	South_Asian	0.00973	27.0	1.0	5.0	0.1667	4
NA20901	GIH	South_Asian	0.003531	19.0	0.0	0.0	0.0	2
NA20902	GIH	South_Asian	0.016417	23.0	0.0	2.0	0.0	4
NA20903	GIH	South_Asian	0.016865	16.0	0.0	0.0	0.0	4
NA20904	GIH	South_Asian	0.004053	20.0	0.0	0.0	0.0	2
NA20905	GIH	South_Asian	0.010856	15.0	1.0	3.0	0.25	4
NA20906	GIH	South_Asian	0.00951	28.0	0.0	2.0	0.0	4
NA20908	GIH	South_Asian	0.013248	15.0	0.0	0.0	0.0	4
NA20910	GIH	South_Asian	0.019844	21.0	3.0	0.0	3.0	4
NA20911	GIH	South_Asian	0.01018	15.0	0.0	0.0	0.0	4
NA21086	GIH	South_Asian	0.009837	25.0	0.0	1.0	0.0	4
NA21087	GIH	South_Asian	0.008336	14.0	0.0	1.0	0.0	3
NA21088	GIH	South_Asian	0.010685	17.0	0.0	2.0	0.0	4
NA21089	GIH	South_Asian	0.013585	24.0	0.0	1.0	0.0	4
NA21090	GIH	South_Asian	0.0095	12.0	0.0	1.0	0.0	4
NA21091	GIH	South_Asian	0.011722	16.0	1.0	0.0	1.0	4
NA21092	GIH	South_Asian	0.005751	23.0	0.0	2.0	0.0	3
NA21093	GIH	South_Asian	0.006147	23.0	0.0	0.0	0.0	3
NA21094	GIH	South_Asian	0.008278	17.0	0.0	1.0	0.0	3
NA21095	GIH	South_Asian	0.032844	21.0	1.0	1.0	0.5	4
NA21097	GIH	South_Asian	0.014928	22.0	1.0	2.0	0.3333	4
NA21098	GIH	South_Asian	0.007351	24.0	1.0	0.0	1.0	3
NA21099	GIH	South_Asian	0.009094	26.0	0.0	2.0	0.0	4
NA21100	GIH	South_Asian	0.007951	19.0	0.0	0.0	0.0	3
NA21101	GIH	South_Asian	0.005024	19.0	0.0	0.0	0.0	3
NA21102	GIH	South_Asian	0.007447	21.0	0.0	1.0	0.0	3
NA21103	GIH	South_Asian	0.006211	21.0	0.0	0.0	0.0	3
NA21104	GIH	South_Asian	0.00581	28.0	0.0	0.0	0.0	3
NA21105	GIH	South_Asian	0.004104	21.0	0.0	0.0	0.0	2
NA21106	GIH	South_Asian	0.002114	23.0	0.0	1.0	0.0	1
NA21107	GIH	South_Asian	0.004778	11.0	0.0	0.0	0.0	2
NA21108	GIH	South_Asian	0.009174	17.0	0.0	1.0	0.0	4
NA21109	GIH	South_Asian	0.009939	23.0	1.0	0.0	1.0	4
NA21110	GIH	South_Asian	0.003591	21.0	1.0	1.0	0.5	2
NA21111	GIH	South_Asian	0.002626	19.0	1.0	1.0	0.5	2
NA21112	GIH	South_Asian	0.002093	31.0	0.0	1.0	0.0	1
NA21113	GIH	South_Asian	0.001994	26.0	2.0	1.0	1.0	1
NA21114	GIH	South_Asian	0.002896	25.0	0.0	2.0	0.0	2
NA21115	GIH	South_Asian	0.002403	22.0	1.0	3.0	0.25	2
NA21116	GIH	South_Asian	0.003019	20.0	0.0	0.0	0.0	2
NA21117	GIH	South_Asian	0.00284	11.0	0.0	1.0	0.0	2
NA21118	GIH	South_Asian	0.003016	27.0	0.0	0.0	0.0	2
NA21119	GIH	South_Asian	0.002208	26.0	0.0	3.0	0.0	1
NA21120	GIH	South_Asian	0.002026	32.0	0.0	0.0	0.0	1
NA21122	GIH	South_Asian	0.001103	22.0	0.0	1.0	0.0	1
NA21123	GIH	South_Asian	0.002834	25.0	0.0	2.0	0.0	2
NA21124	GIH	South_Asian	0.002082	27.0	1.0	1.0	0.5	1
NA21125	GIH	South_Asian	0.000868	20.0	1.0	2.0	0.3333	1
NA21126	GIH	South_Asian	0.003275	15.0	0.0	2.0	0.0	2
NA21127	GIH	South_Asian	0.004877	17.0	0.0	1.0	0.0	2
NA21128	GIH	South_Asian	0.001743	23.0	0.0	0.0	0.0	1
NA21129	GIH	South_Asian	0.002491	28.0	0.0	3.0	0.0	2
NA21130	GIH	South_Asian	0.001726	16.0	1.0	0.0	1.0	1
NA21133	GIH	South_Asian	0.001677	20.0	2.0	0.0	2.0	1
NA21135	GIH	South_Asian	0.003053	15.0	0.0	1.0	0.0	2
NA21137	GIH	South_Asian	0.003071	16.0	0.0	0.0	0.0	2
NA21141	GIH	South_Asian	0.001877	23.0	0.0	0.0	0.0	1
NA21142	GIH	South_Asian	0.00362	23.0	0.0	1.0	0.0	2
NA21143	GIH	South_Asian	0.001678	27.0	0.0	3.0	0.0	1
NA21144	GIH	South_Asian	0.003348	26.0	0.0	0.0	0.0	2
