gene_symbol	dist_kb	fst	n_variants
LOC102725065	-715.0	0.0791	7
LOC102725065	-705.0		0
LOC102725065	-695.0		0
LOC102725065	-685.0		0
LOC102725065	-675.0		0
LOC102725065	-665.0		0
LOC102725065	-655.0		0
LOC102725065	-645.0		0
LOC102725065	-635.0	0.0744	131
LOC102725065	-625.0	0.0741	337
LOC102725065	-615.0	0.0772	156
LOC102725065	-605.0	0.0551	198
LOC102725065	-595.0	0.072	215
LOC102725065	-585.0	0.0943	176
LOC102725065	-575.0	0.0926	222
LOC102725065	-565.0	0.0977	204
LOC102725065	-555.0	0.0599	224
LOC102725065	-545.0	0.1885	228
LOC102725065	-535.0	0.156	208
LOC102725065	-525.0	0.2187	207
LOC102725065	-515.0	0.1531	220
LOC102725065	-505.0	0.0696	269
LOC102725065	-495.0	0.1346	278
LOC102725065	-485.0	0.0663	251
LOC102725065	-475.0	0.1017	266
LOC102725065	-465.0	0.1161	296
LOC102725065	-455.0	0.0502	301
LOC102725065	-445.0	0.0746	287
LOC102725065	-435.0	0.1005	363
LOC102725065	-425.0	0.179	305
LOC102725065	-415.0	0.1998	276
LOC102725065	-405.0	0.197	307
LOC102725065	-395.0	0.15	338
LOC102725065	-385.0	0.1428	424
LOC102725065	-375.0	0.144	321
LOC102725065	-365.0	0.1013	283
LOC102725065	-355.0	0.0653	298
LOC102725065	-345.0	0.1195	260
LOC102725065	-335.0	0.1772	251
LOC102725065	-325.0	0.1583	234
LOC102725065	-315.0	0.1147	250
LOC102725065	-305.0	0.1038	279
LOC102725065	-295.0	0.1802	239
LOC102725065	-285.0	0.0941	210
LOC102725065	-275.0	0.098	298
LOC102725065	-265.0	0.1064	264
LOC102725065	-255.0	0.0984	291
LOC102725065	-245.0	0.1051	306
LOC102725065	-235.0	0.1419	270
LOC102725065	-225.0	0.1	253
LOC102725065	-215.0	0.1894	325
LOC102725065	-205.0	0.2873	269
LOC102725065	-195.0	0.4765	243
LOC102725065	-185.0	0.4976	198
LOC102725065	-175.0	0.5412	212
LOC102725065	-165.0	0.3534	223
LOC102725065	-155.0	0.3631	179
LOC102725065	-145.0	0.3985	225
LOC102725065	-135.0	0.3685	206
LOC102725065	-125.0	0.4272	200
LOC102725065	-115.0	0.3849	210
LOC102725065	-105.0	0.0092	8
LOC102725065	-95.0		0
LOC102725065	-85.0		0
LOC102725065	-75.0		0
LOC102725065	-65.0	0.2716	11
LOC102725065	-55.0	0.0536	15
LOC102725065	-45.0	0.0297	19
LOC102725065	-35.0	0.0973	8
LOC102725065	-25.0	0.0025	17
LOC102725065	-15.0	0.0282	16
LOC102725065	-5.0	0.0343	20
LOC102725065	5.0	0.2002	31
LOC102725065	15.0		0
LOC102725065	25.0		0
LOC102725065	35.0		0
LOC102725065	45.0	0.1459	159
LOC102725065	55.0	0.1591	312
LOC102725065	65.0	0.0862	264
LOC102725065	75.0	0.153	366
LOC102725065	85.0	0.1582	371
LOC102725065	95.0	0.1069	276
LOC102725065	105.0	0.0994	293
LOC102725065	115.0	0.1609	325
LOC102725065	125.0	0.1484	323
LOC102725065	135.0	0.1683	277
LOC102725065	145.0	0.1981	250
LOC102725065	155.0	0.1675	270
LOC102725065	165.0	0.1355	273
LOC102725065	175.0	0.1386	253
LOC102725065	185.0	0.1257	228
LOC102725065	195.0	0.1116	353
LOC102725065	205.0	0.1051	323
LOC102725065	215.0	0.2449	281
LOC102725065	225.0	0.1791	331
LOC102725065	235.0	0.2054	302
LOC102725065	245.0	0.098	251
LOC102725065	255.0	0.0974	281
LOC102725065	265.0	0.1216	209
LOC102725065	275.0	0.1609	277
LOC102725065	285.0	0.1997	252
LOC102725065	295.0	0.0607	476
LOC102725065	305.0	0.1237	404
LOC102725065	315.0	0.1652	292
LOC102725065	325.0	0.1966	280
LOC102725065	335.0	0.0548	302
LOC102725065	345.0	0.0634	337
LOC102725065	355.0	0.072	230
LOC102725065	365.0	0.0926	367
LOC102725065	375.0	0.1264	317
LOC102725065	385.0	0.2426	384
LOC102725065	395.0	0.2585	350
LOC102725065	405.0	0.1563	294
LOC102725065	415.0	0.2305	290
LOC102725065	425.0	0.1294	303
LOC102725065	435.0	0.0693	314
LOC102725065	445.0	0.0613	311
LOC102725065	455.0	0.062	256
LOC102725065	465.0	0.0392	312
LOC102725065	475.0	0.0131	320
LOC102725065	485.0	0.0829	256
LOC102725065	495.0	0.0879	327
LOC102725065	505.0	0.0358	226
LOC102725065	515.0	0.0578	228
LOC102725065	525.0	0.2267	278
LOC102725065	535.0	0.1214	220
LOC102725065	545.0	0.1765	364
LOC102725065	555.0	0.082	300
LOC102725065	565.0	0.0617	225
LOC102725065	575.0	0.0847	221
LOC102725065	585.0	0.0924	232
LOC102725065	595.0	0.0986	188
LOC102725065	605.0	0.2062	268
LOC102725065	615.0	0.152	330
LOC102725065	625.0	0.0988	264
LOC102725065	635.0	0.1404	332
LOC102725065	645.0	0.1619	317
LOC102725065	655.0	0.2126	329
LOC102725065	665.0	0.1729	300
LOC102725065	675.0	0.2316	264
LOC102725065	685.0	0.0872	326
LOC102725065	695.0	0.0922	350
LOC102725065	705.0	0.0815	307
LOC102725065	715.0	0.2143	337
LOC102725065	725.0	0.2848	269
LOC102725065	735.0	0.1295	249
LOC102725065	745.0	0.1743	326
LOC102725065	755.0	0.1922	287
LOC102725065	765.0	0.2107	342
LOC102725065	775.0	0.1339	356
LOC102725065	785.0	0.1464	394
LOC102725065	795.0	0.2592	293
LOC102725065	805.0	0.1378	302
LOC102725065	815.0	0.1539	280
LOC102725065	825.0	0.2548	277
LOC102725065	835.0	0.1525	259
LOC102725065	845.0	0.1212	244
LOC102725065	855.0	0.0892	207
LOC102725065	865.0	0.0804	268
LOC102725065	875.0	0.0806	194
LOC102725065	885.0	0.0843	225
LOC102725065	895.0	0.0243	200
LOC102725065	905.0	0.0502	219
LOC102725065	915.0	0.0381	211
LOC102725065	925.0	0.0823	288
LOC102725065	935.0	0.0655	238
LOC102725065	945.0	0.0435	242
LOC102725065	955.0	0.0901	226
LOC102725065	965.0	0.0384	199
LOC102725065	975.0	0.1065	169
LOC102725065	985.0	0.1749	193
LOC102725065	995.0	0.0956	185
LOC107987288	-995.0	0.0196	22
LOC107987288	-985.0	0.0286	33
LOC107987288	-975.0	0.0751	29
LOC107987288	-965.0		0
LOC107987288	-955.0		0
LOC107987288	-945.0		0
LOC107987288	-935.0		0
LOC107987288	-925.0		0
LOC107987288	-915.0	0.0371	36
LOC107987288	-905.0	0.1546	43
LOC107987288	-895.0	0.0906	175
LOC107987288	-885.0	0.1151	431
LOC107987288	-875.0	0.1764	284
LOC107987288	-865.0	0.0922	57
LOC107987288	-855.0	0.0345	110
LOC107987288	-845.0	0.0749	315
LOC107987288	-835.0	0.0947	779
LOC107987288	-825.0	0.102	408
LOC107987288	-815.0	0.0622	653
LOC107987288	-805.0	0.0588	323
LOC107987288	-795.0	0.0555	319
LOC107987288	-785.0	0.0553	316
LOC107987288	-775.0	0.0449	314
LOC107987288	-765.0	0.1196	93
LOC107987288	-755.0	0.1203	403
LOC107987288	-745.0	0.0882	330
LOC107987288	-735.0		0
LOC107987288	-725.0		0
LOC107987288	-715.0		0
LOC107987288	-705.0		0
LOC107987288	-695.0		0
LOC107987288	-685.0		0
LOC107987288	-675.0		0
LOC107987288	-665.0		0
LOC107987288	-655.0		0
LOC107987288	-645.0		0
LOC107987288	-635.0		0
LOC107987288	-625.0		0
LOC107987288	-615.0		0
LOC107987288	-605.0		0
LOC107987288	-595.0		0
LOC107987288	-585.0		0
LOC107987288	-575.0		0
LOC107987288	-565.0		0
LOC107987288	-555.0		0
LOC107987288	-545.0		0
LOC107987288	-535.0		0
LOC107987288	-525.0		0
LOC107987288	-515.0		0
LOC107987288	-505.0		0
LOC107987288	-495.0		0
LOC107987288	-485.0		0
LOC107987288	-475.0		0
LOC107987288	-465.0		0
LOC107987288	-455.0		0
LOC107987288	-445.0		0
LOC107987288	-435.0		0
LOC107987288	-425.0		0
LOC107987288	-415.0		0
LOC107987288	-405.0		0
LOC107987288	-395.0		0
LOC107987288	-385.0		0
LOC107987288	-375.0		0
LOC107987288	-365.0		0
LOC107987288	-355.0		0
LOC107987288	-345.0		0
LOC107987288	-335.0		0
LOC107987288	-325.0		0
LOC107987288	-315.0		0
LOC107987288	-305.0		0
LOC107987288	-295.0		0
LOC107987288	-285.0		0
LOC107987288	-275.0		0
LOC107987288	-265.0		0
LOC107987288	-255.0		0
LOC107987288	-245.0		0
LOC107987288	-235.0		0
LOC107987288	-225.0		0
LOC107987288	-215.0		0
LOC107987288	-205.0		0
LOC107987288	-195.0		0
LOC107987288	-185.0		0
LOC107987288	-175.0		0
LOC107987288	-165.0		0
LOC107987288	-155.0		0
LOC107987288	-145.0		0
LOC107987288	-135.0		0
LOC107987288	-125.0	0.0169	4
LOC107987288	-115.0		0
LOC107987288	-105.0		0
LOC107987288	-95.0		0
LOC107987288	-85.0		0
LOC107987288	-75.0		0
LOC107987288	-65.0	0.0677	40
LOC107987288	-55.0		0
LOC107987288	-45.0		0
LOC107987288	-35.0		0
LOC107987288	-25.0		0
LOC107987288	-15.0	0.0681	48
LOC107987288	-5.0	0.0704	144
LOC107987288	5.0	0.0519	13
LOC107987288	15.0		0
LOC107987288	25.0	0.0538	23
LOC107987288	35.0		0
LOC107987288	45.0		0
LOC107987288	55.0		0
LOC107987288	65.0		0
LOC107987288	75.0		0
LOC107987288	85.0		0
LOC107987288	95.0		0
LOC107987288	105.0		0
LOC107987288	115.0		0
LOC107987288	125.0		0
LOC107987288	135.0		0
LOC107987288	145.0		0
LOC107987288	155.0		0
LOC107987288	165.0		0
LOC107987288	175.0		0
LOC107987288	185.0		0
LOC107987288	195.0		0
LOC107987288	205.0		0
LOC107987288	215.0		0
LOC107987288	225.0		0
LOC107987288	235.0	0.0451	406
LOC107987288	245.0	0.0446	150
LOC107987288	255.0		0
LOC107987288	265.0		0
LOC107987288	275.0		0
LOC107987288	285.0		0
LOC107987288	295.0	0.0386	7
LOC107987288	305.0	0.098	35
LOC107987288	315.0	0.3019	21
LOC107987288	325.0	0.0629	17
LOC107987288	335.0	0.0	3
LOC107987288	345.0		0
LOC107987288	355.0		0
LOC107987288	365.0		0
LOC107987288	375.0	0.0169	16
LOC107987288	385.0		0
LOC107987288	395.0		0
LOC107987288	405.0		0
LOC107987288	415.0		0
LOC107987288	425.0		0
LOC107987288	435.0	0.0302	105
LOC107987288	445.0		0
LOC107987288	455.0		0
LOC107987288	465.0		0
LOC107987288	475.0		0
LOC107987288	485.0		0
LOC107987288	495.0		0
LOC107987288	505.0		0
LOC107987288	515.0		0
LOC107987288	525.0		0
LOC107987288	535.0		0
LOC107987288	545.0		0
LOC107987288	555.0		0
LOC107987288	565.0		0
LOC107987288	575.0		0
LOC107987288	585.0		0
LOC107987288	595.0		0
LOC107987288	605.0		0
LOC107987288	615.0		0
LOC107987288	625.0		0
LOC107987288	635.0		0
LOC107987288	645.0		0
LOC107987288	655.0		0
LOC107987288	665.0	0.0108	4
LOC107987288	675.0		0
LOC107987288	685.0		0
LOC107987288	695.0		1
LOC107987288	705.0		0
LOC107987288	715.0		4
LOC107987288	725.0		0
LOC107987288	735.0		0
LOC107987288	745.0		0
LOC107987288	755.0	0.0351	48
LOC107987288	765.0	0.1526	40
LOC107987288	775.0	0.0089	7
LOC107987288	785.0	0.0451	2
LOC107987288	795.0		0
LOC107987288	805.0		0
LOC107987288	815.0		0
LOC107987288	825.0		0
LOC107987288	835.0		0
LOC107987288	845.0		0
LOC107987288	855.0		0
LOC107987288	865.0		0
LOC107987288	875.0		0
LOC107987288	885.0		0
LOC107987288	895.0		0
LOC107987288	905.0		0
LOC107987288	915.0		0
LOC107987288	925.0		0
LOC107987288	935.0		0
LOC107987288	945.0		0
LOC107987288	955.0		0
LOC107987288	965.0		0
LOC107987288	975.0		0
LOC107987288	985.0		0
LOC107987288	995.0		0
LOC124900992	-995.0	0.1422	262
LOC124900992	-985.0	0.2617	137
LOC124900992	-975.0	0.1993	144
LOC124900992	-965.0	0.249	101
LOC124900992	-955.0	0.3239	113
LOC124900992	-945.0	0.3495	136
LOC124900992	-935.0	0.1312	73
LOC124900992	-925.0	0.0696	27
LOC124900992	-915.0	0.2929	61
LOC124900992	-905.0	0.215	121
LOC124900992	-895.0	0.0314	41
LOC124900992	-885.0	0.255	53
LOC124900992	-875.0	0.1429	283
LOC124900992	-865.0	0.1152	22
LOC124900992	-855.0		0
LOC124900992	-845.0		0
LOC124900992	-835.0	0.13	9
LOC124900992	-825.0		0
LOC124900992	-815.0		0
LOC124900992	-805.0		0
LOC124900992	-795.0		0
LOC124900992	-785.0		0
LOC124900992	-775.0		0
LOC124900992	-765.0		0
LOC124900992	-755.0		0
LOC124900992	-745.0	0.0892	3
LOC124900992	-735.0		0
LOC124900992	-725.0		2
LOC124900992	-715.0	-0.0002	6
LOC124900992	-705.0		0
LOC124900992	-695.0		0
LOC124900992	-685.0		0
LOC124900992	-675.0		0
LOC124900992	-665.0		0
LOC124900992	-655.0	0.0212	11
LOC124900992	-645.0		0
LOC124900992	-635.0	0.0033	3
LOC124900992	-625.0		0
LOC124900992	-615.0		0
LOC124900992	-605.0	0.0201	46
LOC124900992	-595.0	0.0223	25
LOC124900992	-585.0		0
LOC124900992	-575.0		2
LOC124900992	-565.0		0
LOC124900992	-555.0	0.0018	6
LOC124900992	-545.0	0.2671	23
LOC124900992	-535.0	0.2783	10
LOC124900992	-525.0	0.1165	44
LOC124900992	-515.0	0.2226	69
LOC124900992	-505.0	0.1533	95
LOC124900992	-495.0	0.0504	54
LOC124900992	-485.0	0.1419	98
LOC124900992	-475.0	0.2028	71
LOC124900992	-465.0	0.2283	151
LOC124900992	-455.0	0.407	21
LOC124900992	-445.0	0.0271	3
LOC124900992	-435.0	0.0612	85
LOC124900992	-425.0	0.0901	19
LOC124900992	-415.0	0.0893	44
LOC124900992	-405.0	0.1186	81
LOC124900992	-395.0	0.2459	49
LOC124900992	-385.0	0.0008	13
LOC124900992	-375.0	0.0311	19
LOC124900992	-365.0	0.1874	20
LOC124900992	-355.0	0.0988	24
LOC124900992	-345.0	0.3237	23
LOC124900992	-335.0		1
LOC124900992	-325.0		0
LOC124900992	-315.0		0
LOC124900992	-305.0	0.012	40
LOC124900992	-295.0	0.0074	19
LOC124900992	-285.0		0
LOC124900992	-275.0		0
LOC124900992	-265.0		0
LOC124900992	-255.0		0
LOC124900992	-245.0		0
LOC124900992	-235.0	0.2142	14
LOC124900992	-225.0	0.0028	5
LOC124900992	-215.0	0.0173	9
LOC124900992	-205.0	0.0926	71
LOC124900992	-195.0	0.0158	24
LOC124900992	-185.0		0
LOC124900992	-175.0	0.073	10
LOC124900992	-165.0		0
LOC124900992	-155.0	0.1994	18
LOC124900992	-145.0	0.0286	8
LOC124900992	-135.0	-0.0012	3
LOC124900992	-125.0		0
LOC124900992	-115.0		0
LOC124900992	-105.0	0.0507	2
LOC124900992	-95.0	0.177	7
LOC124900992	-85.0	0.1679	9
LOC124900992	-75.0	0.1264	122
LOC124900992	-65.0	0.1671	134
LOC124900992	-55.0	0.0512	105
LOC124900992	-45.0	-0.0036	5
LOC124900992	-35.0	0.0856	14
LOC124900992	-25.0	0.1059	47
LOC124900992	-15.0	0.108	33
LOC124900992	-5.0	0.0272	49
LOC124900992	5.0	0.035	50
LOC124900992	15.0	0.0294	27
LOC124900992	25.0		1
LOC124900992	35.0	0.217	62
LOC124900992	45.0		1
LOC124900992	55.0	0.0491	2
LOC124900992	65.0		1
LOC124900992	75.0		0
LOC124900992	85.0		0
LOC124900992	95.0		0
LOC124900992	105.0		2
LOC124900992	115.0	0.0133	5
LOC124900992	125.0	0.0036	19
LOC124900992	135.0	0.043	15
LOC124900992	145.0	0.3123	22
LOC124900992	155.0		0
LOC124900992	165.0	0.1154	14
LOC124900992	175.0	0.0213	24
LOC124900992	185.0	0.0017	11
LOC124900992	195.0		0
LOC124900992	205.0	0.0451	2
LOC124900992	215.0	0.2562	10
LOC124900992	225.0		0
LOC124900992	235.0	0.3055	35
LOC124900992	245.0	0.057	3
LOC124900992	255.0		0
LOC124900992	265.0	0.0953	83
LOC124900992	275.0	0.1412	164
LOC124900992	285.0	0.1104	56
LOC124900992	295.0	0.1657	47
LOC124900992	305.0	0.2365	58
LOC124900992	315.0	0.0223	7
LOC124900992	325.0		0
LOC124900992	335.0	0.0056	3
LOC124900992	345.0	0.0217	17
LOC124900992	355.0	0.1125	45
LOC124900992	365.0	0.2008	53
LOC124900992	375.0	0.2625	32
LOC124900992	385.0	0.1815	20
LOC124900992	395.0	0.0045	12
LOC124900992	405.0	0.2015	11
LOC124900992	415.0	0.1722	30
LOC124900992	425.0	0.1392	30
LOC124900992	435.0	0.2141	74
LOC124900992	445.0	0.2037	192
LOC124900992	455.0	0.0991	38
LOC124900992	465.0	0.1397	71
LOC124900992	475.0	0.0047	17
LOC124900992	485.0	0.0242	42
LOC124900992	495.0	0.2211	93
LOC124900992	505.0	0.1541	159
LOC124900992	515.0	0.0913	7
LOC124900992	525.0	0.0337	10
LOC124900992	535.0	0.0198	41
LOC124900992	545.0	0.0243	122
LOC124900992	555.0	0.1515	33
LOC124900992	565.0	0.3093	8
LOC124900992	575.0	0.041	30
LOC124900992	585.0	0.0684	89
LOC124900992	595.0	0.1544	120
LOC124900992	605.0	0.0103	58
LOC124900992	615.0	0.0028	10
LOC124900992	625.0	0.109	146
LOC124900992	635.0	0.2795	60
LOC124900992	645.0	0.151	162
LOC124900992	655.0	0.046	59
LOC124900992	665.0	0.0	3
LOC124900992	675.0	0.0483	9
LOC124900992	685.0	0.0015	33
LOC124900992	695.0	0.1662	47
LOC124900992	705.0	0.1234	37
LOC124900992	715.0	0.1508	23
LOC124900992	725.0	0.0315	48
LOC124900992	735.0		0
LOC124900992	745.0		0
LOC124900992	755.0	0.0015	9
LOC124900992	765.0	0.1213	32
LOC124900992	775.0	0.1075	46
LOC124900992	785.0	0.1163	18
LOC124900992	795.0	0.0599	53
LOC124900992	805.0	0.1879	55
LOC124900992	815.0	0.1449	164
LOC124900992	825.0	0.2066	34
LOC124900992	835.0	0.1241	58
LOC124900992	845.0	0.0894	98
LOC124900992	855.0	0.1145	150
LOC124900992	865.0	0.0941	164
LOC124900992	875.0	0.2661	181
LOC124900992	885.0	0.163	165
LOC124900992	895.0	0.1323	168
LOC124900992	905.0	0.1441	187
LOC124900992	915.0	0.0906	184
LOC124900992	925.0	0.1264	157
LOC124900992	935.0	0.1179	163
LOC124900992	945.0	0.0895	200
LOC124900992	955.0	0.0885	215
LOC124900992	965.0	0.0587	248
LOC124900992	975.0	0.0728	185
LOC124900992	985.0	0.0856	209
LOC124900992	995.0	0.0768	193
LOC124900995	-995.0	0.1992	147
LOC124900995	-985.0	0.2556	94
LOC124900995	-975.0	0.261	110
LOC124900995	-965.0	0.3794	146
LOC124900995	-955.0	0.1312	71
LOC124900995	-945.0	0.0696	29
LOC124900995	-935.0	0.2929	61
LOC124900995	-925.0	0.2179	116
LOC124900995	-915.0	0.0301	46
LOC124900995	-905.0	0.255	53
LOC124900995	-895.0	0.1429	283
LOC124900995	-885.0	0.1152	22
LOC124900995	-875.0		0
LOC124900995	-865.0		0
LOC124900995	-855.0	0.13	9
LOC124900995	-845.0		0
LOC124900995	-835.0		0
LOC124900995	-825.0		0
LOC124900995	-815.0		0
LOC124900995	-805.0		0
LOC124900995	-795.0		0
LOC124900995	-785.0		0
LOC124900995	-775.0		0
LOC124900995	-765.0	0.0892	3
LOC124900995	-755.0		0
LOC124900995	-745.0		2
LOC124900995	-735.0	-0.0002	6
LOC124900995	-725.0		0
LOC124900995	-715.0		0
LOC124900995	-705.0		0
LOC124900995	-695.0		0
LOC124900995	-685.0		0
LOC124900995	-675.0	0.0212	11
LOC124900995	-665.0		0
LOC124900995	-655.0		1
LOC124900995	-645.0	0.0	2
LOC124900995	-635.0		0
LOC124900995	-625.0	0.0201	45
LOC124900995	-615.0	0.0223	26
LOC124900995	-605.0		0
LOC124900995	-595.0		2
LOC124900995	-585.0		0
LOC124900995	-575.0		0
LOC124900995	-565.0	0.2536	29
LOC124900995	-555.0	0.2814	9
LOC124900995	-545.0	0.115	45
LOC124900995	-535.0	0.2232	68
LOC124900995	-525.0	0.153	92
LOC124900995	-515.0	0.0518	53
LOC124900995	-505.0	0.1406	103
LOC124900995	-495.0	0.2089	64
LOC124900995	-485.0	0.2238	158
LOC124900995	-475.0	0.407	21
LOC124900995	-465.0		0
LOC124900995	-455.0	0.0604	88
LOC124900995	-445.0	0.0901	19
LOC124900995	-435.0	0.0893	44
LOC124900995	-425.0	0.1186	81
LOC124900995	-415.0	0.2597	35
LOC124900995	-405.0	0.0295	26
LOC124900995	-395.0	0.0311	20
LOC124900995	-385.0	0.1874	20
LOC124900995	-375.0	0.0988	24
LOC124900995	-365.0	0.3237	23
LOC124900995	-355.0		1
LOC124900995	-345.0		0
LOC124900995	-335.0		0
LOC124900995	-325.0	0.012	40
LOC124900995	-315.0	0.0074	19
LOC124900995	-305.0		0
LOC124900995	-295.0		0
LOC124900995	-285.0		0
LOC124900995	-275.0		0
LOC124900995	-265.0		0
LOC124900995	-255.0	0.2142	14
LOC124900995	-245.0	0.0028	5
LOC124900995	-235.0	0.0173	9
LOC124900995	-225.0	0.0926	71
LOC124900995	-215.0	0.0158	24
LOC124900995	-205.0		0
LOC124900995	-195.0	0.073	10
LOC124900995	-185.0		0
LOC124900995	-175.0	0.1994	18
LOC124900995	-165.0	0.0286	8
LOC124900995	-155.0	-0.0012	3
LOC124900995	-145.0		0
LOC124900995	-135.0		0
LOC124900995	-125.0	0.0507	2
LOC124900995	-115.0	0.177	7
LOC124900995	-105.0	0.1679	9
LOC124900995	-95.0	0.1064	109
LOC124900995	-85.0	0.1683	132
LOC124900995	-75.0	0.093	120
LOC124900995	-65.0	-0.0036	5
LOC124900995	-55.0	0.0856	14
LOC124900995	-45.0	0.0951	40
LOC124900995	-35.0	0.1313	36
LOC124900995	-25.0	0.0058	18
LOC124900995	-15.0	0.0346	85
LOC124900995	-5.0	0.0391	13
LOC124900995	5.0	0.0147	15
LOC124900995	15.0	0.217	62
LOC124900995	25.0		1
LOC124900995	35.0	0.0491	2
LOC124900995	45.0		1
LOC124900995	55.0		0
LOC124900995	65.0		0
LOC124900995	75.0		0
LOC124900995	85.0		2
LOC124900995	95.0	0.0133	5
LOC124900995	105.0	0.008	15
LOC124900995	115.0	0.0408	19
LOC124900995	125.0	0.3123	22
LOC124900995	135.0		0
LOC124900995	145.0	0.1154	14
LOC124900995	155.0	0.0213	24
LOC124900995	165.0	0.0017	11
LOC124900995	175.0		0
LOC124900995	185.0	0.0451	2
LOC124900995	195.0	0.2562	10
LOC124900995	205.0		0
LOC124900995	215.0	0.3055	35
LOC124900995	225.0	0.057	3
LOC124900995	235.0		0
LOC124900995	245.0	0.0982	74
LOC124900995	255.0	0.1378	173
LOC124900995	265.0	0.1104	56
LOC124900995	275.0	0.1011	43
LOC124900995	285.0	0.2241	47
LOC124900995	295.0	0.2616	22
LOC124900995	305.0		0
LOC124900995	315.0	0.0056	3
LOC124900995	325.0	0.0217	15
LOC124900995	335.0	0.1125	47
LOC124900995	345.0	0.2171	45
LOC124900995	355.0	0.2499	40
LOC124900995	365.0	0.1815	20
LOC124900995	375.0	0.0045	12
LOC124900995	385.0	0.2015	11
LOC124900995	395.0	0.1722	30
LOC124900995	405.0	0.1392	30
LOC124900995	415.0	0.1181	65
LOC124900995	425.0	0.2271	196
LOC124900995	435.0	0.0978	43
LOC124900995	445.0	0.1397	69
LOC124900995	455.0	0.0047	19
LOC124900995	465.0	0.0274	32
LOC124900995	475.0	0.1908	96
LOC124900995	485.0	0.1515	166
LOC124900995	495.0	0.0913	7
LOC124900995	505.0	0.0337	10
LOC124900995	515.0	0.0198	40
LOC124900995	525.0	0.0243	123
LOC124900995	535.0	0.1527	30
LOC124900995	545.0	0.3044	11
LOC124900995	555.0	0.041	30
LOC124900995	565.0	0.0684	89
LOC124900995	575.0	0.1552	104
LOC124900995	585.0	0.0101	74
LOC124900995	595.0	0.0028	5
LOC124900995	605.0	0.1094	149
LOC124900995	615.0	0.2787	62
LOC124900995	625.0	0.1512	158
LOC124900995	635.0	0.0454	63
LOC124900995	645.0	0.0	3
LOC124900995	655.0	0.0483	9
LOC124900995	665.0	0.0015	33
LOC124900995	675.0	0.1662	47
LOC124900995	685.0	0.1234	37
LOC124900995	695.0	0.0072	9
LOC124900995	705.0	0.073	62
LOC124900995	715.0		0
LOC124900995	725.0		0
LOC124900995	735.0	0.0015	9
LOC124900995	745.0	0.1213	32
LOC124900995	755.0	0.1075	45
LOC124900995	765.0	0.1397	9
LOC124900995	775.0	0.0772	63
LOC124900995	785.0	0.1879	55
LOC124900995	795.0	0.1449	164
LOC124900995	805.0	0.2066	34
LOC124900995	815.0	0.1241	56
LOC124900995	825.0	0.0227	91
LOC124900995	835.0	0.1225	150
LOC124900995	845.0	0.1073	168
LOC124900995	855.0	0.2509	181
LOC124900995	865.0	0.1643	165
LOC124900995	875.0	0.1316	169
LOC124900995	885.0	0.1522	179
LOC124900995	895.0	0.0852	192
LOC124900995	905.0	0.1259	154
LOC124900995	915.0	0.1229	162
LOC124900995	925.0	0.0872	200
LOC124900995	935.0	0.0891	206
LOC124900995	945.0	0.0584	259
LOC124900995	955.0	0.0727	185
LOC124900995	965.0	0.0856	212
LOC124900995	975.0	0.0786	187
LOC124900995	985.0	0.0826	177
LOC124900995	995.0	0.0673	241
